Date,Year,Round,Region,Game #,W.Seed,Winner,W. Score,L. Seed,Loser,L.Score
3/19/2021,2021,1,SW,16,2,Alabama,68,15,Iona,55
3/19/2021,2021,1,NE,17,1,Baylor,79,16,Hartford,55
3/19/2021,2021,1,NE,18,9,Wisconsin,85,8,North Carolina,62
3/19/2021,2021,1,NE,19,5,Villanova,73,12,Winthrop,63
3/19/2021,2021,1,NE,20,13,North Texas,78,4,Purdue,69
3/19/2021,2021,1,NE,21,4,Texas Tech,65,11,Utah St.,53
3/19/2021,2021,1,NE,22,3,Arkansas,85,14,Colgate,68
3/19/2021,2021,1,NE,23,7,Florida,75,10,Virginia Tech,70
3/19/2021,2021,1,NE,24,15,Oral Roberts,75,2,Ohio St.,72
3/19/2021,2021,1,SE,25,1,Illinois,78,16,Drexel,49
3/19/2021,2021,1,SE,26,8,Loyola Chicago,71,9,Georgia Tech,60
3/19/2021,2021,1,SE,27,12,Oregon St.,70,5,Tennessee,56
3/19/2021,2021,1,SE,28,4,Oklahoma St.,69,13,Liberty,60
3/19/2021,2021,1,SE,29,11,Syracuse,78,6,San Diego St.,62
3/19/2021,2021,1,SE,30,3,West Virginia,84,14,Morehead St.,67
3/19/2021,2021,1,SE,31,10,Rutgers,60,7,Clemson,56
3/19/2021,2021,1,SE,32,2,Houston,87,15,Cleveland St.,56
3/21/2021,2021,2,NW,33,1,Gonzaga,87,8,Oklahoma,71
3/21/2021,2021,2,NW,34,5,Creighton,72,13,Ohio,58
3/21/2021,2021,2,NW,35,6,USC,85,3,Kansas,51
3/21/2021,2021,2,NW,36,7,Oregon,95,2,Iowa,80
3/21/2021,2021,2,SW,37,1,Michigan,86,8,LSU,78
3/21/2021,2021,2,SW,38,4,Florida St.,71,5,Colorado,53
3/21/2021,2021,2,SW,39,11,UCLA,67,14,Abilene Christian,47
3/21/2021,2021,2,SW,40,2,Alabama,96,10,Maryland,77
3/21/2021,2021,2,NE,41,1,Baylor,76,9,Wisconsin,63
3/21/2021,2021,2,NE,42,5,Villanova,84,13,North Texas,61
3/21/2021,2021,2,NE,43,3,Arkansas,68,6,Texas Tech,66
3/21/2021,2021,2,NE,44,15,Oral Roberts,81,7,Florida,78
3/21/2021,2021,2,SE,45,8,Loyola Chicago,71,1,Illinois,58
3/21/2021,2021,2,SE,46,12,Oregon St.,80,4,Oklahoma St.,70
3/21/2021,2021,2,SE,47,11,Syracuse,75,3,West Virginia,72
3/21/2021,2021,2,SE,48,2,Houston,63,10,Rutgers,60
3/27/2021,2021,3,NW,49,1,Gonzaga,83,5,Creighton,65
3/27/2021,2021,3,NW,50,6,USC,73,7,Oregon,57
3/27/2021,2021,3,SW,51,1,Michigan,76,4,Florida St.,58
3/27/2021,2021,3,SW,52,11,UCLA,88,2,Alabama,78
3/27/2021,2021,3,NE,53,1,Baylor,62,5,Villanova,51
3/27/2021,2021,3,NE,54,3,Arkansas,72,15,Oral Roberts,70
3/27/2021,2021,3,SE,55,12,Oregon St.,65,8,Loyola Chicago,58
3/27/2021,2021,3,SE,56,2,Houston,62,11,Syracuse,46
